index,creative,answer_time_90,survey_created,wave,version,survey_end_time,survey_start_time,answer_time_75,userid,answer_time_median,answer_time_min,surveyid,shortcode,survey_duration,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20,a21,a22,a23,a24,a25,a26,a27,a28,a29,a3,a30,a31,a32,a33,a34,a35,a36,a37,a38,a39,a4,a40,a41,a42,a43,a44,a45,a46,a47,a48,a49,a5,a50,a51,a52,a6,a7,a8,a9,age,consent,default_tys,education,gender,location,occupation,religion,state,ability,motivation,vaccinated,fully_vaccinated
150,,50.68060000000003,2021-05-25 01:55:15.381+00:00,0,19,2021-06-25 16:29:04.011000+00:00,2021-06-25 16:09:16.729000+00:00,34.308,31987c6f8ff2dd4845dabccbfcc25fcad56b8b5a8b3c14d08e988991b2052f6c,21.322000000000003,9.679,b43cefd2-9965-4869-8494-99a700a20833,HCP,1187.282,Moderately important,A little,TV,"Yes, definitely","Yes, definitely",No,,I never go for it,Agree,Disagree,Strongly disagree,Disagree,I will immediately take it,No,Don’t know/Can’t say,A little,Very safe,Very important,Very important,Yes,This my 19year,No,,,Yes,Catching up with friends and get some information,Yes,Yes,Yes,Yes,Catching up with friends,Private,No,,,No,,,,,No,,,,,,No,Not at all concerned,No,No,40-49 years,Accept,,Diploma,Woman,South West,Nurse or midwife,Other Christian,Lagos,False,True,False,False
657,vlab-nigeria-hw-ppmv-1,52.569,2021-05-25 01:55:15.381+00:00,0,19,2021-06-30 12:10:25.663000+00:00,2021-06-30 11:48:56.083000+00:00,40.398,68da2428b0a5da193d59bba68bbef308ae0b30e1c81bcffa3d0b88093f47b424,28.106,9.553,b43cefd2-9965-4869-8494-99a700a20833,HCP,1289.58,Extremely important,A moderate amount,"International Organizations like CDC, WHO","Yes, definitely","Yes, definitely","Yes, both doses",My duty to get vaccinated to protect patients,,,,,,,,Quite easy,Very much,Very safe,Very important,Very important,Yes,2years,Yes,In my working place,Not really,Yes,Catching up with friends,Yes,Yes,Yes,Yes,Am using it for business,Private,No,,,Yes,Just for fun,No,,,No,,,,,,No,Moderately concerned,No,No,30-39 years,Accept,,Diploma,Man,South West,Community health worker,Other Christian,Ogun,True,True,True,True
307,vlab-nigeria-hw-generic-1,15.873600000000003,2021-05-25 01:55:15.381+00:00,0,19,2021-06-27 13:45:06.836000+00:00,2021-06-27 13:36:50.112000+00:00,11.08,d2f9cdb2cffd6ebb0ca0df1c64a0bcaf2b25b066cd85d9e3384b6979230502bc,8.031,3.813,b43cefd2-9965-4869-8494-99a700a20833,HCP,496.724,Slightly important,A great deal,TV,"Yes, somewhat","Yes, somewhat","Yes, both doses",To protect myself and my family,,,,,,,,Quite easy,Don’t know/Can’t say,Very safe,Very important,Very important,Yes,3,Yes,From my friends and I who received the vaccine.issue is mainly the varying side effects,Varying side Effects which in some cases can be severe,No,,,,,Yes,Majorly chatting,Private,Yes,No,No,Yes,Watching videos,Yes,No,No,Yes,Reading tweets,,Yes,No,No,Yes,Not at all concerned,No,Yes,18-29 years,Accept,,Bachelors,Man,South West,Medical doctor,Catholic,Lagos,True,True,True,True
163,,59.36140000000001,2021-05-25 01:55:15.381+00:00,0,19,2021-06-27 13:27:19.359000+00:00,2021-06-27 13:03:56.944000+00:00,33.933,f965c407f882f14a94a89a5144e996cb301a8790f4e095ea307f2c8e30128b23,23.446,10.294,b43cefd2-9965-4869-8494-99a700a20833,HCP,1402.415,Extremely important,A great deal,Nigerian Center for Disease Control (NCDC),"Yes, definitely","Yes, definitely","Yes, both doses",To prevent COVID-19 from spreading,,,,,,,,A bit difficult,Very much,Very safe,Very important,Very important,Yes,10 Years,Yes,NCDC,The concern I had about the COVID-19 vaccines if that it will reduce the spread of COVID-19 in Nigeria,Yes,getting healthcare information,Yes,Yes,Yes,Yes,getting and passing important healthcare information to resonable people,Private,Yes,Yes,Yes,Yes,"getting healthcare information, watching videos, etc.",Yes,Yes,Yes,No,,,,,,No,Very concerned,No,No,30-39 years,Accept,,Diploma,Man,North Central (Middle Belt),Community health worker,Islam,FCT ABUJA,False,True,True,True
571,vlab-nigeria-hw-nurse-1,39.1901,2021-05-25 01:55:15.381+00:00,0,19,2021-06-25 20:19:10.629000+00:00,2021-06-25 20:04:21.906000+00:00,20.985,33fd6a7d8b8b56cc4083c0d0874bfbc043637547cd1833bdc6f53101bea10a59,15.0225,6.719,b43cefd2-9965-4869-8494-99a700a20833,HCP,888.723,Extremely important,A great deal,"International Organizations like CDC, WHO","Yes, definitely","Yes, definitely","Yes, both doses",To prevent COVID-19 from spreading,,,,,,,,Very easy,Moderately,Moderately safe,Very important,Very important,Yes,4 years,Yes,At work place,People feel it's not safe to take the vaccine,Yes,Getting health related information and sharing ideas with friends,Yes,Yes,Yes,Yes,Sharing information on health related issues and catching up with friends,Public,Yes,Yes,Yes,Yes,Getting health related information and watching videos,No,,,No,,Tertiary healthcare facility,,,,Yes,Very concerned,No,Not sure,18-29 years,Accept,,Diploma,Man,North East,Nurse or midwife,Islam,Gombe State,True,True,True,True
386,vlab-nigeria-hw-generic-2,24.442,2021-05-25 01:55:15.381+00:00,0,19,2021-06-28 13:46:05.684000+00:00,2021-06-28 13:33:00.612000+00:00,16.757,5ba31290a74fd9122a01735df0bfa8bab45487d68d6851a7ac1a89dc4021f002,11.701,6.585000000000001,b43cefd2-9965-4869-8494-99a700a20833,HCP,785.072,Extremely important,A great deal,"International Organizations like CDC, WHO","Yes, definitely","Yes, definitely",No,,I will be vaccinated on friday,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,I will immediately take it,Yes,Very easy,Moderately,Moderately safe,Moderately important,Moderately important,Yes,6,Yes,Social media,It makes people cough blood,Yes,All of the above,Don’t remember,,,Yes,All of the above,Private,No,,,Yes,Watching videos,Yes,Yes,Yes,Yes,To read tweets,,Yes,Yes,Yes,No,Moderately concerned,No,No,30-39 years,Accept,,Secondary school,Woman,South West,Community health worker,Other Christian,Lagos,True,False,False,False
552,vlab-nigeria-hw-nurse-1,18.984200000000005,2021-05-25 01:55:15.381+00:00,0,19,2021-06-25 18:21:31.439000+00:00,2021-06-25 18:13:41.009000+00:00,13.1935,978649c6c0a249a112a81344de535ade62e19c22d6b700572e1d256d67eccc8d,9.415000000000001,6.227,b43cefd2-9965-4869-8494-99a700a20833,HCP,470.43,Extremely important,A moderate amount,Nigerian Center for Disease Control (NCDC),"Yes, somewhat","Yes, definitely","Yes, first dose only",My duty to get vaccinated to protect patients,,,,,,,,Quite easy,Very much,Very safe,Very important,Very important,Yes,3,No,,,Yes,Catching up with friends,Yes,Yes,Yes,Yes,Catching up with friends,Private,No,,,Yes,Watching videos,No,,,Don't have account,,,,,,No,Very concerned,No,No,18-29 years,Accept,,Bachelors,Woman,South West,Nurse or midwife,Catholic,Lagos,True,True,True,False
690,vlab-nigeria-labworker-1,37.97750000000004,2021-05-25 01:55:15.381+00:00,0,19,2021-06-26 00:15:57.009000+00:00,2021-06-26 00:02:18.608000+00:00,25.27525,fe2ed122905eca942c9c88598cdf1213d808c0be04ef611cede56f6206c7f46e,17.515,7.471,b43cefd2-9965-4869-8494-99a700a20833,HCP,818.401,Slightly important,A little,Online Social Media,"Yes, somewhat","Yes, somewhat","Yes, first dose only",To prevent COVID-19 from spreading,,,,,,,,Quite easy,Very much,Very safe,Very important,Very important,Yes,2,No,,,Yes,Watching videos,No,,,Yes,Catching up with friends,Public,Yes,Yes,Yes,No,,,,,No,,Primary healthcare facility,,,,No,Not at all concerned,No,No,18-29 years,Accept,,Diploma,Woman,North East,Laboratory staff,Islam,Bauchi State,True,True,True,False
266,vlab-nigeria-hw-chw-1,60.769000000000005,2021-05-25 01:55:15.381+00:00,0,19,2021-06-29 00:34:06.683000+00:00,2021-06-28 23:53:44.842000+00:00,38.2,d1d36e8ce5500cdf3920a33f44036ca915574a15032660b80356c1e759d31906,21.423000000000002,7.734000000000001,b43cefd2-9965-4869-8494-99a700a20833,HCP,2421.841,Extremely important,A great deal,"International Organizations like CDC, WHO","Yes, somewhat","Yes, somewhat",No,,Not available,Strongly disagree,Disagree,Neither agree nor disagree,Strongly disagree,I will immediately take it,No,A bit difficult,Moderately,Moderately safe,Very important,Very important,Yes,10,Yes,From a patient,Just restlessness just the side effect I think,Yes,Catching up,Don’t remember,,,No,,Private,,,,No,,,,,Don't have account,,,,,,No,Very concerned,No,No,30-39 years,Accept,,Bachelors,Woman,South West,PPMV/chemists,Other Christian,Ogun,False,True,False,False
600,vlab-nigeria-hw-ppmv-1,23.4573,2021-05-25 01:55:15.381+00:00,0,19,2021-06-25 19:39:51.695000+00:00,2021-06-25 19:29:25.027000+00:00,18.63175,303eb143a2535db9f19eb3e6e254488b6f4af00521ddbd313a6e14295a354926,13.0035,7.470000000000001,b43cefd2-9965-4869-8494-99a700a20833,HCP,626.668,Slightly important,A moderate amount,Online Social Media,Don’t know / Can’t say,Don’t know / Can’t say,No,,I really don't think the vaccine is that effective in Nigeria,Neither agree nor disagree,Disagree,Neither agree nor disagree,Strongly disagree,Unsure,,Very easy,Don’t know/Can’t say,Don’t know/Can’t say,Very important,Very important,Yes,2,No,,,Yes,Catching up with friends,Don’t remember,,,Yes,Checking up on friends and family,Private,No,,,Yes,Watching videos,Don’t remember,,,No,,,,,,No,Very concerned,No,No,30-39 years,Accept,,Bachelors,Man,South South (Niger Delta),Pharmacist,Other Christian,Edo,True,True,False,False
646,vlab-nigeria-hw-ppmv-1,44.5096,2021-05-25 01:55:15.381+00:00,0,19,2021-06-26 08:18:39.635000+00:00,2021-06-26 08:01:13.817000+00:00,25.149500000000003,8b5d49117fe53ea1e32f54c329bada081bf633a07cb807c441a75c6551aa6d07,18.149,7.602,b43cefd2-9965-4869-8494-99a700a20833,HCP,1045.818,Extremely important,A great deal,TV,"Yes, definitely","Yes, definitely",No,,I has not been getting to my side,Agree,Strongly disagree,Strongly disagree,Strongly disagree,I will immediately take it,Yes,Quite easy,Moderately,Moderately safe,Very important,Very important,Yes,4years,Yes,At federal Medical center,It has a little reaction to some people,Yes,Catching up with friends,Yes,Yes,Yes,Yes,Catching up with friends,Private,Yes,No,Yes,No,,,,,No,,,,,,No,Not at all concerned,No,No,30-39 years,Accept,,Other,Man,South West,PPMV/chemists,Other Christian,Ogun state,True,True,False,False
76,,28.33459999999999,2021-05-25 01:55:15.381+00:00,0,19,2021-06-25 17:54:33.465000+00:00,2021-06-25 17:40:56.261000+00:00,15.4875,f1f91b5d11f6d911a28c35c771c478161c621283e0d29e4a1d9a161cde870d0d,11.193000000000001,6.920000000000001,b43cefd2-9965-4869-8494-99a700a20833,HCP,817.204,Extremely important,A great deal,"International Organizations like CDC, WHO","Yes, definitely","Yes, definitely",No,,I haven’t had the chance to get to the center and take the vaccine,Neither agree nor disagree,Disagree,Disagree,Disagree,I will immediately take it,No,Very difficult,Moderately,Very safe,Very important,Very important,Yes,Three years,No,,,Yes,"It keeps me updated in recent happenings around the world 
It’s the easiest way of getting information, making new acquaintances 
And staying updated",Yes,Yes,Yes,Yes,"Sending and receiving messages, quick calls and creating time for family and friends who aren’t around me",Private,Yes,Yes,Yes,Yes,To watch news and movies,No,,,No,,,,,,No,Very concerned,Yes,Not sure,18-29 years,Accept,,Diploma,Woman,South South (Niger Delta),Nurse or midwife,Catholic,Rivers state,False,True,False,False
243,vlab-nigeria-hw-chw-1,34.93080000000002,2021-05-25 01:55:15.381+00:00,0,19,2021-06-26 13:12:45.677000+00:00,2021-06-26 12:57:54.419000+00:00,20.209,c5299e02ff16c9e5824ce1626a73633f4f28e903b54a59e6cd847548b372bb76,12.419500000000001,6.2540000000000004,b43cefd2-9965-4869-8494-99a700a20833,HCP,891.258,Extremely important,A moderate amount,Nigerian Center for Disease Control (NCDC),"Yes, somewhat","Yes, somewhat","Yes, both doses",My duty to get vaccinated to protect patients,,,,,,,,Very easy,Very much,Very safe,Very important,Very important,Yes,11,Yes,Among healthcare providers,Most of them do not trust the system,Yes,Getting general information including health care info,Yes,Yes,Yes,Yes,Getting general information including health care information,Public,Yes,Yes,Yes,Yes,Getting general information including health care information,Yes,Yes,Yes,Yes,Getting general information including health care information,Tertiary healthcare facility,Yes,Yes,Yes,No,Moderately concerned,No,No,40-49 years,Accept,,Masters,Man,South West,Other public health practitioner,Islam,Oyo,True,True,True,True
333,vlab-nigeria-hw-generic-1,32.97480000000002,2021-05-25 01:55:15.381+00:00,0,19,2021-06-25 19:23:17.104000+00:00,2021-06-25 19:11:22.577000+00:00,18.986250000000002,4e6e2cbd93beb67649a8dd329d993dd09d5c17ab90d6f33a12a8a09ca13b0c6c,14.323500000000001,6.907,b43cefd2-9965-4869-8494-99a700a20833,HCP,714.527,Extremely important,A little,Nigerian Center for Disease Control (NCDC),Don’t know / Can’t say,Don’t know / Can’t say,"Yes, both doses",To protect myself and my family,,,,,,,,Very easy,A little,A little safe,Very important,Very important,Yes,9 years,Yes,Several symptoms with my colleagues at work,Alot of symptoms I and my colleagues have had when we took the vaccine,Yes,"Catching up with friends, getting necessary healthcare info and other neccessary information",No,,,Yes,Catching up with family and friends,Public,No,,,Yes,Watching videos,No,,,No,,Tertiary healthcare facility,,,,No,Very concerned,No,No,30-39 years,Accept,,Masters,Man,South South (Niger Delta),Laboratory staff,Catholic,Bayelsa State,True,True,True,True
644,vlab-nigeria-hw-ppmv-1,43.5259,2021-05-25 01:55:15.381+00:00,0,19,2021-06-26 09:15:47.427000+00:00,2021-06-26 08:53:44.857000+00:00,31.048500000000004,d1c8499b1d81d0aa92104120303f02bd82f6cae8286432e7ff33f21f88e62dfe,18.9745,8.18,b43cefd2-9965-4869-8494-99a700a20833,HCP,1322.57,Extremely important,A little,Nigerian Center for Disease Control (NCDC),"Yes, somewhat","Yes, somewhat","Yes, first dose only",To prevent COVID-19 from spreading,,,,,,,,A bit difficult,Moderately,Moderately safe,Very important,Very important,Yes,10 year,No,,,Yes,Information,Yes,Yes,Yes,Yes,Catching up with friends,Public,Don’t remember,,,Yes,Watching videos,Yes,Yes,Yes,Don't have account,,Community setting,,,,No,Very concerned,Yes,No,30-39 years,Accept,,Diploma,Woman,South East,PPMV/chemists,Islam,Ibadan,False,True,True,False
311,vlab-nigeria-hw-generic-1,21.1133,2021-05-25 01:55:15.381+00:00,0,19,2021-06-30 00:13:36.850000+00:00,2021-06-30 00:04:43.995000+00:00,13.671000000000001,6aac8b98247198e94c74f4942ecf5181280b1441e3bee65c7c708e132dced7ce,9.797,6.976000000000001,b43cefd2-9965-4869-8494-99a700a20833,HCP,532.855,Extremely important,A moderate amount,"International Organizations like CDC, WHO","Yes, definitely","Yes, definitely","Yes, both doses",To protect myself and my family,,,,,,,,Very easy,Very much,Very safe,Very important,Very important,Yes,18,Yes,Online,Clotting blood,Yes,Catching up with friends,Don’t remember,,,Yes,Catching up with friends,Public,Yes,Yes,No,No,,,,,Yes,Getting trends,Primary healthcare facility,No,,,No,Not at all concerned,Yes,Not sure,40-49 years,Accept,,Bachelors,Man,South East,Medical doctor,Other Christian,D,True,True,True,True
619,vlab-nigeria-hw-ppmv-1,30.927400000000002,2021-05-25 01:55:15.381+00:00,0,19,2021-06-27 17:02:36.235000+00:00,2021-06-27 16:48:26.175000+00:00,22.832500000000003,b7bd94935997d333dc0585aeb7862629ba586e064ce2bdc5568dc10634451c05,16.0715,8.281,b43cefd2-9965-4869-8494-99a700a20833,HCP,850.06,Extremely important,A little,Nigerian Center for Disease Control (NCDC),"Yes, definitely","Yes, definitely","Yes, both doses",To protect myself and my family,,,,,,,,Very difficult,Very much,Very safe,Very important,Very important,Yes,8years,No,,,Yes,Catching up with friends,No,,,Yes,Catching up with friends and family,Public,Yes,Yes,Yes,Yes,"Getting healthcare information, watching videos",No,,,Yes,Catching up with friends,Secondary healthcare facility,No,,,No,Not at all concerned,No,No,30-39 years,Accept,,Diploma,Woman,North Central (Middle Belt),Pharmacist,Other Christian,Lagos State,False,True,True,True
410,vlab-nigeria-hw-generic-2,33.5655,2021-05-25 01:55:15.381+00:00,0,19,2021-06-26 18:29:23.814000+00:00,2021-06-26 18:15:50.718000+00:00,21.02325,0f261318c9d7a3ccc3023fe823bac758349c042b06495ee317af1402ed1e27e2,13.595500000000001,6.8340000000000005,b43cefd2-9965-4869-8494-99a700a20833,HCP,813.096,Slightly important,A great deal,"International Organizations like CDC, WHO","Yes, somewhat",Not at all,No,,Because it research shows it gives no immunity,Agree,Disagree,Neither agree nor disagree,Disagree,"I will take it, but want to wait and see",,A bit difficult,A little,Don’t know/Can’t say,Moderately important,Moderately important,Yes,7,Yes,"Research papers, scientific journals, social media","Insomnia, clotting, seizures, re infection",Yes,"Leisure, information",Yes,Don’t remember,No,Yes,Everything mentioned in the options,Private,Yes,No,No,No,,,,,No,,,,,,Yes,A little concerned,No,Yes,30-39 years,Accept,,Bachelors,Woman,South South (Niger Delta),Pharmacist,Other,Rivers,False,False,False,False
294,vlab-nigeria-hw-doctor-2,34.483799999999995,2021-05-25 01:55:15.381+00:00,0,19,2021-06-26 17:20:00.679000+00:00,2021-06-26 17:04:43.072000+00:00,21.213,d09da3812847b074463566da944c5d8cc5b51b84349fc4fa59c34dd8d66f3c77,13.239,6.689,b43cefd2-9965-4869-8494-99a700a20833,HCP,917.607,Moderately important,A moderate amount,Colleagues in the healthcare profession,"Yes, somewhat","Yes, somewhat",No,,Pregnancy,Neither agree nor disagree,Neither agree nor disagree,Disagree,Strongly disagree,"I will take it, but want to wait and see",,Quite easy,Moderately,Moderately safe,Very important,Very important,Yes,23years,Yes,"Social media, television","Blood clots. Severe fever, death",Yes,Catching up with the most recent news.,Don’t remember,,,Yes,For news feeds and on line marketing.,Public,Yes,No,No,Yes,For streaming religious videos and reminders.,Don’t remember,,,No,,Tertiary healthcare facility,,,,Yes,A little concerned,No,Not sure,30-39 years,Accept,,Masters,Woman,North West,Medical doctor,Islam,Kaduna,True,True,False,False
162,,58.077800000000025,2021-05-25 01:55:15.381+00:00,0,19,2021-06-25 20:14:45.959000+00:00,2021-06-25 19:55:31.332000+00:00,37.1205,60eae6d55c763229edf7110cc21d9fb0ab9af5e33cd41b81060f2d35adb33273,22.724,8.714,b43cefd2-9965-4869-8494-99a700a20833,HCP,1154.627,Extremely important,A little,Colleagues in the healthcare profession,"Yes, definitely","Yes, definitely","Yes, first dose only",To prevent COVID-19 from spreading,,,,,,,,Very difficult,A little,A little safe,Very important,A little important,Yes,8,No,,,Yes,Catch up with friends,Don’t remember,,,Yes,Catching up with friends,Private,No,,,No,,,,,No,,,,,,No,Very concerned,No,No,30-39 years,Accept,,Diploma,Man,North West,Laboratory staff,Islam,"F, Lagos",False,True,True,False
